000160.XSHG,上证一带一路主题指数,2015-06-24,2015-06-24,HXSL
000161.XSHG,上证中国制造2025主题指数,2015-10-29,2015-10-29,HZGZ
000162.XSHG,上证互联网+主题指数,2015-10-29,2015-10-29,HHL+
000171.XSHG,新兴成指,2017-01-25,2017-01-25,XXCZ
000188.XSHG,中国波指,2016-11-28,2016-11-28,ZZBZ
000300.XSHG,沪深300,2005-04-08,2005-04-08,HS300
000682.XSHG,科创信息,2021-08-16,2021-08-16,KCXX
000683.XSHG,科创生物,2022-05-09,2022-05-09,KCSW
000685.XSHG,科创芯片,2022-06-13,2022-06-13,KCXP
000687.XSHG,科创高装,2022-08-15,2022-08-15,KCGZ
000688.XSHG,科创50,2020-07-23,2020-07-23,KC50
000689.XSHG,科创材料,2022-08-15,2022-08-15,KCCL
000690.XSHG,科创成长,2022-11-04,2022-11-04,KCCZ
000692.XSHG,科创新能,2023-04-03,2023-04-03,KCXN
000693.XSHG,科创机械,2023-04-03,2023-04-03,KCJX
000695.XSHG,科长三角,2023-04-03,2023-04-03,KCSJ
000697.XSHG,科大湾区,2023-04-03,2023-04-03,KDWQ
000801.XSHG,资源80,2011-11-08,2011-11-08,ZY80
000802.XSHG,500沪市,2011-11-08,2011-11-08,500HS
000803.XSHG,300波动,2012-01-09,2012-01-09,300BD
000804.XSHG,500波动,2012-01-09,2012-01-09,500BD
000805.XSHG,A股资源,2012-01-06,2012-01-06,AGZY
000806.XSHG,消费服务,2012-02-10,2012-02-10,XFFW
000807.XSHG,食品饮料,2012-02-17,2012-02-17,SPYL
000808.XSHG,医药生物,2012-02-17,2012-02-17,YYSW
000809.XSHG,细分农业,2012-04-11,2012-04-11,XFNY
000810.XSHG,细分能源,2012-04-11,2012-04-11,XFNY
000811.XSHG,细分有色,2012-04-11,2012-04-11,XFYS
000812.XSHG,细分机械,2012-04-11,2012-04-11,XFJX
000813.XSHG,细分化工,2012-04-11,2012-04-11,XFHG
000814.XSHG,细分医药,2012-04-11,2012-04-11,XFYY
000815.XSHG,细分食品,2012-04-11,2012-04-11,XFSP
000816.XSHG,细分地产,2012-04-11,2012-04-11,XFDC
000817.XSHG,兴证海峡,2011-09-27,2011-09-27,XZHX
000818.XSHG,细分金融,2012-04-11,2012-04-11,XFJR
000819.XSHG,有色金属,2012-05-09,2012-05-09,YSJS
000820.XSHG,煤炭指数,2012-05-09,2012-05-09,MTZS
000821.XSHG,300红利,2012-07-20,2012-07-20,300HL
000822.XSHG,500红利,2012-07-20,2012-07-20,500HL
000823.XSHG,中证800有色金属指数,2012-12-21,2012-12-21,800YS
000824.XSHG,国企红利,2012-07-20,2012-07-20,GQHL
000825.XSHG,央企红利,2012-07-20,2012-07-20,YQHL
000826.XSHG,民企红利,2012-07-20,2012-07-20,MQHL
000827.XSHG,中证环保,2012-09-25,2012-09-25,ZZHB
000828.XSHG,300高贝,2012-08-06,2012-08-06,300GB
000829.XSHG,300低贝,2012-08-06,2012-08-06,300DB
000830.XSHG,500高贝,2012-08-06,2012-08-06,500GB
000831.XSHG,500低贝,2012-08-06,2012-08-06,500DB
000832.XSHG,中证转债,2012-09-12,2012-09-12,ZZZZ
000833.XSHG,中高企债,2012-09-10,2012-09-10,ZGQZ
000838.XSHG,创业价值,2012-09-26,2012-09-26,CYJZ
000839.XSHG,浙企综指,2012-11-09,2012-11-09,ZQZZ
000840.XSHG,浙江民企,2012-11-09,2012-11-09,ZJMQ
000841.XSHG,800医药,2012-12-21,2012-12-21,800YY
000842.XSHG,800等权,2012-12-21,2012-12-21,800DQ
000843.XSHG,300动态,2013-01-07,2013-01-07,300DT
000844.XSHG,300稳定,2013-01-07,2013-01-07,300WD
000846.XSHG,ESG100,2012-10-16,2012-10-16,ESG100
000847.XSHG,中证腾安价值100指数,2013-11-18,2013-11-18,ZZTA
000849.XSHG,沪深300非银行金融指数,2012-12-21,2012-12-21,300FY
000850.XSHG,沪深300有色金属指数,2012-12-21,2012-12-21,300YS
000851.XSHG,中证百度百发策略100指数,2014-07-30,2014-07-30,BF100
000852.XSHG,中证1000指数,2014-10-17,2014-10-17,ZZ1000
000853.XSHG,中证申万一带一路主题投资指数,2015-04-23,2015-04-23,CSSWSL
000854.XSHG,500原料,2013-11-06,2013-11-06,500YL
000855.XSHG,央视财经500指数,2014-11-03,2014-11-03,YS500
000856.XSHG,500工业,2013-11-06,2013-11-06,500GY
000857.XSHG,500医药,2013-11-06,2013-11-06,500YY
000858.XSHG,500信息,2013-11-06,2013-11-06,500XX
000891.XSHG,中国战略新兴产业综合指数,2017-01-25,2017-01-25,XXZZ
000901.XSHG,小康指数,2010-04-01,2010-04-01,XKZS
000902.XSHG,中证流通,2006-02-27,2006-02-27,ZZLT
000903.XSHG,中证100,2006-05-29,2006-05-29,ZZ100
000904.XSHG,中证200,2007-01-15,2007-01-15,ZZ200
000905.XSHG,中证500,2007-01-15,2007-01-15,ZZ500
000906.XSHG,中证800,2007-01-15,2007-01-15,ZZ800
000907.XSHG,中证700,2007-01-15,2007-01-15,ZZ700
000908.XSHG,300能源,2007-07-02,2007-07-02,300NY
000909.XSHG,300材料,2007-07-02,2007-07-02,300CL
000910.XSHG,300工业,2007-07-02,2007-07-02,300GY
000911.XSHG,300可选,2007-07-02,2007-07-02,300KX
000912.XSHG,300消费,2007-07-02,2007-07-02,300XF
000913.XSHG,300医药,2007-07-02,2007-07-02,300YY
000914.XSHG,300金融,2007-07-02,2007-07-02,300JR
000915.XSHG,300信息,2007-07-02,2007-07-02,300XX
000916.XSHG,300电信,2007-07-02,2007-07-02,300DX
000917.XSHG,300公用,2007-07-02,2007-07-02,300GY
000918.XSHG,300成长,2008-01-21,2008-01-21,300CZ
000919.XSHG,300价值,2008-01-21,2008-01-21,300JZ
000920.XSHG,300R成长,2008-01-21,2008-01-21,300RCZ
000921.XSHG,300R价值,2008-01-21,2008-01-21,300RJZ
000922.XSHG,中证红利,2008-05-26,2008-05-26,ZZHL
000923.XSHG,公司债,2008-11-19,2008-11-19,GSZ
000925.XSHG,基本面50,2009-02-26,2009-02-26,JBM50
000926.XSHG,中证央企,2009-03-30,2009-03-30,ZZYQ
000927.XSHG,央企100,2009-03-30,2009-03-30,YQ100
000928.XSHG,中证能源,2009-07-03,2009-07-03,ZZNY
000929.XSHG,中证材料,2009-07-03,2009-07-03,ZZCL
000930.XSHG,中证工业,2009-07-03,2009-07-03,ZZGY
000931.XSHG,中证可选,2009-07-03,2009-07-03,ZZKX
000932.XSHG,中证消费,2009-07-03,2009-07-03,ZZXF
000933.XSHG,中证医药,2009-07-03,2009-07-03,ZZYY
000934.XSHG,中证金融,2009-07-03,2009-07-03,ZZJR
000935.XSHG,中证信息,2009-07-03,2009-07-03,ZZXX
000936.XSHG,中证电信,2009-07-03,2009-07-03,ZZDX
000937.XSHG,中证公用,2009-07-03,2009-07-03,ZZGY
000938.XSHG,中证民企,2009-08-25,2009-08-25,ZZMQ
000939.XSHG,民企200,2009-08-25,2009-08-25,MQ200
000940.XSHG,财富大盘,2009-09-25,2009-09-25,CFDP
000941.XSHG,新能源,2009-10-28,2009-10-28,XNY
000942.XSHG,内地消费,2009-10-28,2009-10-28,NDXF
000943.XSHG,内地基建,2009-10-28,2009-10-28,NDJJ
000944.XSHG,内地资源,2009-10-28,2009-10-28,NDZY
000945.XSHG,内地运输,2009-10-28,2009-10-28,NDYS
000946.XSHG,内地金融,2009-10-28,2009-10-28,NDJR
000947.XSHG,内地银行,2009-10-28,2009-10-28,NDYH
000948.XSHG,内地地产,2009-10-28,2009-10-28,NDDC
000949.XSHG,内地农业,2009-10-28,2009-10-28,NDNY
000950.XSHG,300基建,2009-10-28,2009-10-28,300JJ
000951.XSHG,300银行,2009-10-28,2009-10-28,300YH
000952.XSHG,300地产,2009-10-28,2009-10-28,300DC
000953.XSHG,中证地企,2010-02-09,2010-02-09,ZZDQ
000954.XSHG,地企100,2010-02-09,2010-02-09,DQ100
000955.XSHG,中证国企,2010-02-09,2010-02-09,ZZGQ
000956.XSHG,国企200,2010-02-09,2010-02-09,GQ200
000957.XSHG,300运输,2009-06-16,2009-06-16,300YS
000958.XSHG,创业成长,2010-03-24,2010-03-24,CYCZ
000959.XSHG,银河99,2010-02-09,2010-02-09,YH99
000960.XSHG,中证龙头,2010-02-09,2010-02-09,ZZLT
000961.XSHG,中证上游,2010-04-16,2010-04-16,ZZSY
000962.XSHG,中证中游,2010-04-16,2010-04-16,ZZZY
000963.XSHG,中证下游,2010-04-16,2010-04-16,ZZXY
000964.XSHG,中证新兴,2010-04-30,2010-04-30,ZZXX
000965.XSHG,基本200,2010-06-02,2010-06-02,JB200
000966.XSHG,基本400,2010-06-02,2010-06-02,JB400
000967.XSHG,基本600,2010-06-02,2010-06-02,JB600
000968.XSHG,300周期,2010-05-28,2010-05-28,300ZQ
000969.XSHG,300非周,2010-05-28,2010-05-28,300FZ
000970.XSHG,ESG40,2010-09-17,2010-09-17,ESG40
000971.XSHG,等权90,2010-12-02,2010-12-02,DQ90
000972.XSHG,300沪市,2010-12-02,2010-12-02,300HS
000973.XSHG,技术领先,2011-01-04,2011-01-04,JSLX
000974.XSHG,中证800金融指数,2013-05-09,2013-05-09,800JR
000975.XSHG,钱江30,2014-01-02,2014-01-02,QJ30
000976.XSHG,新华金牛,2014-02-18,2014-02-18,XHJN
000977.XSHG,内地低碳,2011-01-21,2011-01-21,NDDT
000978.XSHG,医药100,2011-03-18,2011-03-18,YY100
000979.XSHG,大宗商品,2011-08-22,2011-08-22,DZSP
000980.XSHG,中证超大,2011-05-10,2011-05-10,ZZCD
000981.XSHG,300分层,2011-06-13,2011-06-13,300FC
000982.XSHG,500等权,2011-06-13,2011-06-13,500DQ
000983.XSHG,智能资产,2011-06-17,2011-06-17,ZNZC
000984.XSHG,300等权,2011-08-02,2011-08-02,300DQ
000985.XSHG,中证全指,2011-08-02,2011-08-02,ZZQZ
000986.XSHG,全指能源,2011-08-02,2011-08-02,QZNY
000987.XSHG,全指材料,2011-08-02,2011-08-02,QZCL
000988.XSHG,全指工业,2011-08-02,2011-08-02,QZGY
000989.XSHG,全指可选,2011-08-02,2011-08-02,QZKX
000990.XSHG,全指消费,2011-08-02,2011-08-02,QZXF
000991.XSHG,全指医药,2011-08-02,2011-08-02,QZYY
000992.XSHG,全指金融,2011-08-02,2011-08-02,QZJR
000993.XSHG,全指信息,2011-08-02,2011-08-02,QZXX
000994.XSHG,全指电信,2011-08-02,2011-08-02,QZDX
000995.XSHG,全指公用,2011-08-02,2011-08-02,QZGY
000996.XSHG,领先行业,2011-08-02,2011-08-02,LXHY
000997.XSHG,大消费,2011-11-11,2011-11-11,DXF
000998.XSHG,中证TMT,2011-11-08,2011-11-08,ZZTMT
000999.XSHG,中证两岸三地500指数,2010-01-18,2010-01-18,LASD
399001.XSHE,深证成指,1995-01-23,2005-01-04,SZCZ
399002.XSHE,深成指R,1995-01-23,2005-01-04,SCZR
399003.XSHE,成份B指,1995-01-23,2005-01-04,CFBZ
399004.XSHE,深证100R,2003-01-02,2005-01-04,SZ100R
399005.XSHE,中小100,2006-01-24,2006-01-24,ZX100
399006.XSHE,创业板指,2010-06-01,2010-06-01,CYBZ
399007.XSHE,深证300,2009-11-04,2009-11-04,SZ300
399008.XSHE,中小300,2010-03-22,2010-03-22,ZX300
399009.XSHE,深证200,2011-09-01,2011-09-01,SZ200
399010.XSHE,深证700,2011-09-01,2011-09-01,SZ700
399011.XSHE,深证1000,2011-09-01,2011-09-01,SZ1000
399012.XSHE,创业300,2013-01-07,2013-01-07,CY300
399013.XSHE,深市精选,2014-05-30,2014-05-30,SSJX
399015.XSHE,深证中小创新指数,2015-03-24,2015-03-24,ZXCX
399016.XSHE,深证创新指数,2016-12-01,2016-12-01,SZCX
399017.XSHE,SME创新,2016-12-01,2016-12-01,SMECX
399018.XSHE,创业板创新指数,2016-12-01,2016-12-01,CYCX
399030.XSHE,碳科技30,2021-09-27,2021-09-27,TKJ30
399050.XSHE,创新引擎,2018-07-31,2018-07-31,CXYQ
399060.XSHE,碳科技60,2021-09-27,2021-09-27,TKJ60
399088.XSHE,深创100,2020-02-18,2020-02-18,SC100
399100.XSHE,新指数,2006-02-16,2006-02-16,XZS
399101.XSHE,中小综指,2005-12-01,2005-12-01,ZXZZ
399102.XSHE,创业板综合指数,2010-08-20,2010-08-20,CYBZ
399103.XSHE,乐富指数,2011-12-02,2011-12-02,LFZS
399106.XSHE,深证综指,1991-04-04,2005-01-04,SZZZ
399107.XSHE,深证A指,1992-10-04,2005-01-04,SZAZ
399108.XSHE,深证B指,1992-10-06,2005-01-04,SZBZ
399231.XSHE,农林指数,2013-03-04,2013-03-04,NLZS
399232.XSHE,采矿指数,2013-03-04,2013-03-04,CKZS
399233.XSHE,制造指数,2013-03-04,2013-03-04,ZZZS
399234.XSHE,水电指数,2013-03-04,2013-03-04,SDZS
399235.XSHE,建筑指数,2013-03-04,2013-03-04,JZZS
399236.XSHE,批零指数,2013-03-04,2013-03-04,PLZS
399237.XSHE,运输指数,2013-03-04,2013-03-04,YSZS
399238.XSHE,餐饮指数,2013-03-04,2013-03-04,CYZS
399239.XSHE,IT指数,2013-03-04,2013-03-04,ITZS
399240.XSHE,金融指数,2013-03-04,2013-03-04,JRZS
399241.XSHE,地产指数,2013-03-04,2013-03-04,DCZS
399242.XSHE,商务指数,2013-03-04,2013-03-04,SWZS
399243.XSHE,科研指数,2013-03-04,2013-03-04,KYZS
399244.XSHE,公共指数,2013-03-04,2013-03-04,GGZS
399248.XSHE,文化指数,2013-03-04,2013-03-04,WHZS
399249.XSHE,综企指数,2013-03-04,2013-03-04,ZQZS
399269.XSHE,创质量,2021-01-12,2021-01-12,CZL
399274.XSHE,深新基建,2022-04-11,2022-04-11,SXJJ
399275.XSHE,创医药,2020-10-26,2020-10-26,CYY
399276.XSHE,创科技,2020-10-26,2020-10-26,CKJ
399277.XSHE,公共健康,2020-05-08,2020-05-08,GGJK
399278.XSHE,长江100,2020-05-08,2020-05-08,CJ100
399279.XSHE,云科技50,2020-05-08,2020-05-08,YKJ50
399280.XSHE,生物50,2020-05-08,2020-05-08,SW50
399281.XSHE,电子50,2020-05-08,2020-05-08,DZ50
399282.XSHE,大数据50,2020-02-18,2020-02-18,DSJ50
399283.XSHE,机器人50,2020-02-18,2020-02-18,JQR50
399284.XSHE,AI 50,2020-02-18,2020-02-18,AI 50
399285.XSHE,物联网50,2020-02-18,2020-02-18,WLW50
399286.XSHE,区块链50,2019-12-23,2019-12-23,QKL50
399289.XSHE,碳中和债,2022-04-11,2022-04-11,TZHZ
399290.XSHE,深转交债,2019-06-06,2019-06-06,SZJZ
399291.XSHE,创精选88,2019-11-06,2019-11-06,CJX88
399292.XSHE,民企发展,2019-03-05,2019-03-05,MQFZ
399293.XSHE,创业大盘,2019-04-18,2019-04-18,CYDP
399294.XSHE,中小创Q,2019-06-06,2019-06-06,ZXCQ
399295.XSHE,创业蓝筹,2019-01-23,2019-01-23,CYLC
399296.XSHE,创成长,2019-01-23,2019-01-23,CCC
399298.XSHE,深证中高等级信用债指数,2014-09-25,2014-09-25,SXZG
399299.XSHE,深证中低等级信用债指数,2014-09-25,2014-09-25,SXZD
399300.XSHE,沪深300,2005-04-08,2005-04-08,HS300
399301.XSHE,深信用债,2013-01-11,2013-01-11,SXYZ
399302.XSHE,深公司债,2013-01-11,2013-01-11,SGSZ
399303.XSHE,国证2000,2014-03-28,2014-03-28,GZ2000
399305.XSHE,基金指数,2000-07-03,2005-01-04,JJZS
399306.XSHE,深证ETF,2011-12-02,2011-12-02,SZETF
399307.XSHE,深证转债,2014-08-27,2014-08-27,SZZZ
399310.XSHE,国证50,2005-09-05,2005-09-05,GZ50
399311.XSHE,国证1000,2005-02-03,2005-02-03,GZ1000
399312.XSHE,国证300,2005-02-03,2005-02-03,GZ300
399313.XSHE,巨潮100,2005-02-03,2005-02-03,JC100
399314.XSHE,巨潮大盘,2005-02-03,2005-02-03,JCDP
399315.XSHE,巨潮中盘,2005-02-03,2005-02-03,JCZP
399316.XSHE,巨潮小盘,2005-02-03,2005-02-03,JCXP
399317.XSHE,国证A指,2005-02-03,2005-02-03,GZAZ
399318.XSHE,巨潮B股指数,2005-02-03,2005-02-03,JCBZ
399319.XSHE,资源优势,2005-01-04,2005-01-04,ZYYS
399320.XSHE,国证服务,2005-01-04,2005-01-04,GZFW
399321.XSHE,国证红利,2005-01-04,2005-01-04,GZHL
399322.XSHE,国证治理,2005-12-12,2005-12-12,GZZL
399324.XSHE,深证红利,2006-01-24,2006-01-24,SZHL
399326.XSHE,成长40,2006-01-24,2006-01-24,CZ40
399328.XSHE,深证治理,2006-01-24,2006-01-24,SZZL
399330.XSHE,深证100,2006-01-24,2006-01-24,SZ100
399332.XSHE,深证创新(旧),2006-02-27,2006-02-27,SZCX
399333.XSHE,中小100R,2006-12-27,2006-12-27,ZX100R
399335.XSHE,深证央企,2009-08-03,2009-08-03,SZYQ
399337.XSHE,深证民营,2009-08-03,2009-08-03,SZMY
399339.XSHE,深证科技,2009-08-03,2009-08-03,SZKJ
399341.XSHE,深证责任,2009-08-03,2009-08-03,SZZR
399344.XSHE,深证300R,2009-11-04,2009-11-04,SZ300R
399346.XSHE,深证成长,2009-11-04,2009-11-04,SZCZ
399348.XSHE,深证价值,2009-11-04,2009-11-04,SZJZ
399350.XSHE,皖江30,2012-12-18,2012-12-18,WJ30
399351.XSHE,深报指数,2004-09-01,2005-01-04,SBZS
399352.XSHE,深报综指,2005-02-03,2005-02-03,SBZZ
399353.XSHE,国证物流,2005-03-01,2005-03-01,GZWL
399354.XSHE,分析师指数,2006-11-25,2006-11-25,FXSZS
399355.XSHE,长三角,2007-07-02,2007-07-02,ZSJ
399356.XSHE,珠三角,2007-07-02,2007-07-02,ZSJ
399357.XSHE,环渤海,2007-07-02,2007-07-02,HBH
399358.XSHE,泰达指数,2008-01-02,2008-01-02,TDZS
399359.XSHE,国证基建,2009-08-03,2009-08-03,GZJJ
399360.XSHE,国证装备,2009-08-03,2009-08-03,GZZB
399361.XSHE,国证商业,2009-08-03,2009-08-03,GZSY
399362.XSHE,国证民营,2009-08-03,2009-08-03,GZMY
399363.XSHE,计算机指,2009-08-03,2009-08-03,JSJZ
399364.XSHE,中金消费,2009-08-03,2009-08-03,ZJXF
399365.XSHE,国证农业,2009-11-04,2009-11-04,GZNY
399366.XSHE,国证大宗,2009-11-04,2009-11-04,GZDZ
399367.XSHE,巨潮地产,2009-11-04,2009-11-04,JCDC
399368.XSHE,国证军工,2009-11-04,2009-11-04,GZJG
399369.XSHE,CBN-兴全,2009-11-04,2009-11-04,CBNXQ
399370.XSHE,国证成长,2010-01-04,2010-01-04,GZCZ
399371.XSHE,国证价值,2010-01-04,2010-01-04,GZJZ
399372.XSHE,大盘成长,2010-01-04,2010-01-04,DPCZ
399373.XSHE,大盘价值,2010-01-04,2010-01-04,DPJZ
399374.XSHE,中盘成长,2010-01-04,2010-01-04,ZPCZ
399375.XSHE,中盘价值,2010-01-04,2010-01-04,ZPJZ
